swr_factor,k_min,par_id
1.593,3.127e-06,p3656
1.218,2.674e-06,p3657
0.6447,6.945e-07,p3658
1.297,7.423e-06,p3659
0.5735,9.834e-06,p3660
1.245,1.708e-07,p3661
0.9938,7.981e-06,p3662
1.449,7.242e-06,p3663
1.519,4.432e-06,p3664
1.363,1.755e-06,p3665
1.333,2.587e-06,p3666
1.753,3.551e-07,p3667
1.442,6.243e-06,p3668
0.8275,9.705e-06,p3669
0.5707,7.707e-06,p3670
0.6145,2.518e-06,p3671
1.538,9.438e-07,p3672
1.724,6.812e-07,p3673
1.634,7.656e-06,p3674
0.9567,9.96e-06,p3675
1.071,3.122e-06,p3676
1.391,6.17e-06,p3677
1.73,9.916e-07,p3678
1.28,5.051e-06,p3679
1.839,7.71e-06,p3680
1.637,8.552e-06,p3681
1.408,8.913e-06,p3682
1.874,6.865e-06,p3683
0.5565,5.502e-06,p3684
1.115,4.498e-06,p3685
1.713,2.545e-07,p3686
1.961,4.221e-06,p3687
1.974,2.384e-07,p3688
1.564,6.019e-06,p3689
0.729,5.204e-06,p3690
0.6831,9.199e-06,p3691
1.413,4.839e-06,p3692
0.7282,3.221e-06,p3693
1.46,7.468e-06,p3694
0.9904,8.167e-06,p3695
0.6363,7.275e-06,p3696
0.8179,1.584e-06,p3697
0.6184,9.798e-06,p3698
1.588,2.682e-06,p3699
1.359,2.554e-06,p3700
1.8,6.016e-07,p3701
0.6726,6.28e-06,p3702
0.9829,5.134e-06,p3703
1.855,2.905e-06,p3704
1.572,9.885e-06,p3705
1.121,9.828e-06,p3706
0.8632,6.945e-06,p3707
1.705,5.79e-06,p3708
1.628,9.069e-06,p3709
1.356,4.609e-06,p3710
0.9298,1.231e-06,p3711
1.393,1.156e-06,p3712
1.271,5.006e-06,p3713
1.094,1.194e-06,p3714
1.39,2.283e-06,p3715
0.8933,5.161e-06,p3716
1.774,3.703e-06,p3717
0.7271,5.887e-07,p3718
1.049,3.494e-06,p3719
1.791,7.832e-06,p3720
1.034,9.174e-06,p3721
1.316,1.265e-06,p3722
1.967,1.652e-06,p3723
1.745,3.032e-07,p3724
0.8866,7.593e-06,p3725
1.798,2.896e-06,p3726
0.5366,5.078e-06,p3727
1.031,5.83e-06,p3728
1.719,4.216e-06,p3729
1.547,9.246e-06,p3730
1.589,9.897e-06,p3731
0.6443,3.968e-06,p3732
1.104,1.354e-06,p3733
0.5268,8.529e-06,p3734
0.9061,7.73e-06,p3735
1.033,6.544e-06,p3736
1.476,6.249e-06,p3737
1.236,3.924e-06,p3738
1.286,6.275e-06,p3739
1.534,3.927e-06,p3740
1.709,3.412e-06,p3741
0.7217,6.624e-06,p3742
1.022,9.361e-06,p3743
1.555,1.635e-06,p3744
1.943,3.575e-06,p3745
1.376,7.939e-06,p3746
0.8858,1.961e-06,p3747
1.054,2.48e-06,p3748
1.921,6.849e-06,p3749
0.9508,7.811e-06,p3750
0.5469,2.895e-06,p3751
1.493,8.424e-06,p3752
0.8047,7.413e-06,p3753
0.5867,1.372e-06,p3754
0.8075,3.176e-06,p3755
0.7853,1.686e-07,p3756
1.895,5.028e-06,p3757
0.9165,6.575e-06,p3758
1.265,3.201e-06,p3759
0.8505,3.482e-06,p3760
0.8884,9.701e-06,p3761
1.507,6.377e-06,p3762
0.828,6.641e-06,p3763
1.864,2.385e-06,p3764
0.614,5.754e-06,p3765
1.724,2.048e-07,p3766
1.539,6.253e-06,p3767
1.811,9.78e-06,p3768
1.787,7.331e-06,p3769
1.704,6.813e-06,p3770
1.158,2.785e-06,p3771
1.174,2.56e-06,p3772
1.365,5.085e-06,p3773
0.8055,4.871e-06,p3774
1.677,6.48e-06,p3775
1.439,2.53e-06,p3776
1.932,7.201e-06,p3777
1.333,4.436e-06,p3778
0.9698,1.478e-06,p3779
1.865,5.643e-06,p3780
0.5198,3.352e-06,p3781
1.275,3.71e-06,p3782
1.848,3.555e-06,p3783
1.189,8.199e-06,p3784
1.134,7.018e-06,p3785
0.7525,1.047e-06,p3786
1.448,1.852e-06,p3787
1.376,7.902e-06,p3788
0.9647,5.801e-06,p3789
1.638,8.954e-07,p3790
1.144,8.265e-06,p3791
1.353,2.133e-06,p3792
0.9377,8.105e-06,p3793
1.104,9.631e-06,p3794
0.8554,4.987e-07,p3795
1.758,5.949e-06,p3796
0.5249,9.479e-06,p3797
0.7891,2.997e-06,p3798
0.5215,4.317e-06,p3799
0.5171,2.414e-06,p3800
1.968,2.658e-06,p3801
1.383,3.782e-06,p3802
1.708,9.426e-06,p3803
1.924,1.785e-07,p3804
0.5099,4.186e-06,p3805
1.304,7.192e-06,p3806
1.132,9.07e-06,p3807
0.6213,2.094e-06,p3808
1.137,9.812e-07,p3809
0.5656,5.044e-06,p3810
1.625,4.534e-06,p3811
0.9375,4.865e-06,p3812
1.288,6.652e-06,p3813
1.22,1.419e-06,p3814
1.369,8.671e-06,p3815
1.979,4.955e-06,p3816
0.669,7.771e-06,p3817
1.53,4.556e-06,p3818
1.03,6.421e-06,p3819
1.129,6.164e-07,p3820
1.282,4.183e-06,p3821
1.039,2.411e-06,p3822
0.8425,3.05e-06,p3823
1.573,6.063e-06,p3824
1.533,6.346e-06,p3825
1.842,6.103e-06,p3826
1.401,7.155e-06,p3827
0.8015,5.369e-06,p3828
1.56,6.935e-06,p3829
1.294,4.595e-06,p3830
0.5837,3.548e-06,p3831
1.981,8.157e-06,p3832
0.821,3.839e-06,p3833
1.472,2.737e-06,p3834
0.8917,6.496e-06,p3835
1.369,2.842e-06,p3836
0.6274,3.167e-06,p3837
1.76,9.392e-07,p3838
0.7288,7.572e-06,p3839
0.5052,6.413e-06,p3840
1.431,8.398e-06,p3841
0.6249,9.429e-06,p3842
1.052,9.809e-06,p3843
0.7186,7.376e-06,p3844
1.182,4.825e-06,p3845
1.701,9.448e-06,p3846
1.859,5.175e-06,p3847
0.7722,5.11e-06,p3848
1.944,3.052e-06,p3849
0.9983,8.13e-06,p3850
1.485,6.959e-06,p3851
0.983,2.008e-06,p3852
1.673,1.896e-06,p3853
1.62,5.649e-06,p3854
1.732,2.264e-07,p3855
1.062,8.466e-06,p3856
1.355,7.099e-06,p3857
0.8185,6.998e-06,p3858
0.6104,9.745e-06,p3859
1.961,8.447e-06,p3860
1.729,7.341e-06,p3861
1.563,7.463e-06,p3862
1.942,8.232e-06,p3863
0.9312,7.922e-07,p3864
1.538,4.234e-06,p3865
1.63,2.582e-07,p3866
1.947,1.319e-06,p3867
1.303,6.427e-06,p3868
0.5217,5.939e-06,p3869
1.525,6.98e-06,p3870
1.133,1.604e-06,p3871
1.235,2.551e-06,p3872
1.851,3.066e-06,p3873
0.8148,2.08e-06,p3874
0.8809,1.825e-06,p3875
1.415,8.718e-06,p3876
1.164,5.55e-06,p3877
1.148,9.736e-06,p3878
0.6109,5.167e-06,p3879
0.7326,4.64e-06,p3880
1.6,4.796e-06,p3881
1.605,6.131e-06,p3882
0.6356,1.245e-06,p3883
1.756,7.009e-06,p3884
0.8173,6.289e-06,p3885
0.5775,8.984e-06,p3886
1.336,6.853e-06,p3887
1.191,6.464e-06,p3888
1.433,4.086e-06,p3889
1.629,3.996e-06,p3890
1.822,4.856e-06,p3891
1.31,1.034e-06,p3892
1.968,6.087e-06,p3893
1.9,1.526e-06,p3894
1.837,9.923e-07,p3895
0.6926,3.524e-06,p3896
1.824,3.193e-06,p3897
0.5857,7.905e-07,p3898
0.8937,5.366e-06,p3899
1.083,3.061e-06,p3900
1.519,5.865e-06,p3901
1.559,1.87e-06,p3902
1.132,6.687e-06,p3903
1.419,7.711e-06,p3904
1.423,2.366e-06,p3905
0.7744,3.55e-06,p3906
0.9207,6.644e-06,p3907
1.99,8.12e-06,p3908
1.191,7.386e-06,p3909
0.6138,9.338e-06,p3910
0.7431,1.946e-06,p3911
0.9016,4.507e-06,p3912
0.775,6.614e-07,p3913
1.597,4.339e-06,p3914
1.817,6.932e-06,p3915
0.7935,5.166e-06,p3916
1.621,3.521e-06,p3917
1.737,3.487e-06,p3918
0.603,4.949e-07,p3919
0.8458,4.624e-06,p3920
0.5789,7.973e-06,p3921
1.543,1.431e-06,p3922
1.838,8.893e-06,p3923
1.788,1.106e-06,p3924
0.5971,3.259e-06,p3925
0.9742,3.232e-06,p3926
0.7765,6.037e-06,p3927
1.35,1.416e-06,p3928
0.6665,2.313e-06,p3929
1.243,1.77e-06,p3930
1.748,5.741e-06,p3931
1.607,3.047e-06,p3932
0.7158,3.256e-06,p3933
1.942,3.422e-06,p3934
0.5137,1.745e-06,p3935
1.863,1.879e-06,p3936
0.6467,5.342e-06,p3937
0.7111,6.295e-06,p3938
1.58,4.88e-07,p3939
0.9543,8.725e-06,p3940
1.312,5.459e-07,p3941
1.717,8.765e-06,p3942
0.6069,8.149e-06,p3943
0.7922,3.248e-06,p3944
1.549,3.867e-06,p3945
1.418,1.709e-06,p3946
1.623,4.763e-06,p3947
0.6893,4.872e-06,p3948
0.5193,6.65e-07,p3949
0.9918,6.176e-06,p3950
1.056,9.881e-06,p3951
1.197,7.088e-06,p3952
1.396,9.582e-06,p3953
1.046,9.236e-06,p3954
0.5451,4.97e-06,p3955
1.432,7.565e-07,p3956
1.901,1.146e-06,p3957
1.06,3.952e-07,p3958
1.13,2.673e-06,p3959
1.805,2.837e-07,p3960
0.7358,4.456e-06,p3961
1.372,3.801e-06,p3962
1.787,9.598e-06,p3963
1.121,2.747e-06,p3964
1.845,9.551e-06,p3965
1.662,8.295e-06,p3966
1.65,2.016e-06,p3967
1.698,1.449e-06,p3968
0.5913,6.362e-06,p3969
1.174,6.167e-06,p3970
1.863,8.925e-06,p3971
1.563,6.535e-06,p3972
1.909,1.621e-07,p3973
1.315,6.983e-06,p3974
0.9626,6.571e-06,p3975
1.31,1.748e-06,p3976
1.424,2.141e-06,p3977
1.9,8.188e-06,p3978
1.558,7.796e-06,p3979
1.527,8.901e-06,p3980
0.9887,5.807e-06,p3981
1.941,1.283e-06,p3982
0.6098,6.964e-06,p3983
1.511,7.143e-06,p3984
0.602,1.964e-06,p3985
1.336,5.214e-06,p3986
1.95,1.086e-06,p3987
1.641,8.903e-06,p3988
1.727,9.539e-06,p3989
0.6266,1.432e-06,p3990
1.579,5.143e-06,p3991
1.341,6.458e-06,p3992
1.815,4.739e-06,p3993
1.512,4.445e-06,p3994
1.804,3.104e-07,p3995
0.5208,9.557e-06,p3996
0.5708,7.754e-06,p3997
0.9245,6.068e-06,p3998
1.825,4.564e-06,p3999
1.042,8.855e-06,p4000
1.953,4.848e-06,p4001
1.214,4.799e-06,p4002
0.8531,5.429e-06,p4003
0.9069,9.647e-06,p4004
0.7734,6.658e-06,p4005
1.737,4.041e-07,p4006
0.9079,7.09e-06,p4007
0.5762,5.232e-06,p4008
1.853,2.331e-06,p4009
1.386,7.986e-06,p4010
1.861,1.49e-07,p4011
0.6239,4.66e-06,p4012
1.759,4.093e-06,p4013
1.392,1.391e-06,p4014
0.8021,7.202e-06,p4015
1.219,7.368e-06,p4016
1.587,2.662e-06,p4017
0.6945,9.034e-06,p4018
1.789,1.35e-06,p4019
0.7713,5.692e-06,p4020
1.751,9.056e-06,p4021
1.623,2.609e-06,p4022
1.496,3.754e-06,p4023
1.889,4.212e-06,p4024
1.864,5.681e-06,p4025
1.247,5.974e-06,p4026
0.6089,4.068e-06,p4027
1.383,9.302e-06,p4028
0.8772,5.841e-06,p4029
0.9037,4.684e-06,p4030
1.217,5.758e-06,p4031
1.844,8.581e-06,p4032
1.89,3.205e-06,p4033
1.508,7.309e-06,p4034
1.832,9.255e-06,p4035
1.267,5.614e-06,p4036
1.168,6.755e-06,p4037
1.422,9.425e-07,p4038
1.072,4.637e-06,p4039
0.5685,7.137e-06,p4040
1.856,5.538e-06,p4041
1.658,4.148e-06,p4042
1.446,2.822e-06,p4043
1.525,9.046e-06,p4044
1.566,3.781e-06,p4045
1.043,8.193e-06,p4046
1.689,9.732e-06,p4047
1.213,4.586e-07,p4048
1.023,1.262e-06,p4049
1.299,6.507e-06,p4050
1.209,9.626e-06,p4051
1.481,7.856e-06,p4052
1.448,2.627e-07,p4053
0.8859,9.784e-06,p4054
1.607,1.094e-06,p4055
0.9558,3.255e-06,p4056
0.7387,8.838e-06,p4057
1.662,4.808e-07,p4058
1.82,9.25e-06,p4059
0.6094,2.998e-06,p4060
1.274,4.519e-06,p4061
1.534,7.113e-06,p4062
0.8601,9.176e-06,p4063
1.122,9.893e-06,p4064
1.445,6.732e-07,p4065
1.961,4.341e-06,p4066
0.5849,3.812e-06,p4067
1.649,2.095e-06,p4068
0.6289,6.161e-06,p4069
1.493,9.226e-06,p4070
1.957,1.458e-06,p4071
1.988,2.157e-07,p4072
0.6061,7.287e-06,p4073
1.032,4.574e-07,p4074
1.428,7.036e-06,p4075
1.753,8.001e-06,p4076
0.8742,4.214e-07,p4077
0.8454,9.161e-06,p4078
1.166,7.234e-06,p4079
1.665,8.144e-06,p4080
1.637,5.995e-06,p4081
1.232,3.78e-06,p4082
0.753,1.41e-06,p4083
1.652,4.26e-06,p4084
0.9781,8.835e-06,p4085
1.572,2.652e-06,p4086
1.407,2.158e-06,p4087
0.5307,9.997e-06,p4088
0.5761,2.271e-06,p4089
1.041,3.406e-06,p4090
1.763,2.213e-06,p4091
0.7064,2.249e-06,p4092
0.9311,2.815e-06,p4093
1.631,5.867e-06,p4094
0.5018,6.134e-07,p4095
0.6195,4.514e-06,p4096
0.9725,6.547e-06,p4097
1.168,5.695e-06,p4098
0.9018,5.017e-06,p4099
0.8204,9.9e-06,p4100
1.493,1.052e-06,p4101
1.154,7.988e-06,p4102
0.8236,3.28e-06,p4103
0.6303,2.306e-06,p4104
1.98,4.597e-06,p4105
1.178,6.78e-06,p4106
1.038,8.336e-06,p4107
0.6436,9.188e-06,p4108
1.437,3.737e-07,p4109
1.042,4.701e-06,p4110
1.104,4.573e-06,p4111
0.9822,1.79e-06,p4112
0.6948,4.439e-06,p4113
0.9524,3.53e-06,p4114
1.853,2.543e-07,p4115
1.808,5.287e-06,p4116
1.852,1.834e-06,p4117
1.237,8.597e-06,p4118
1.747,8.931e-07,p4119
1.408,2.383e-06,p4120
1.297,4.819e-06,p4121
0.6076,5.785e-06,p4122
1.037,3.214e-06,p4123
1.172,6.759e-07,p4124
1.715,2.382e-06,p4125
1.311,8.629e-06,p4126
0.5991,2.054e-06,p4127
1.786,1.078e-06,p4128
1.82,1.168e-06,p4129
0.6611,8.404e-06,p4130
0.7153,5.339e-06,p4131
1.647,3.099e-06,p4132
1.77,1.616e-06,p4133
1.04,2.986e-06,p4134
1.475,1.969e-06,p4135
1.664,5.101e-06,p4136
1.717,7.95e-06,p4137
0.8052,3.572e-07,p4138
0.9622,1.674e-07,p4139
0.8678,4.423e-06,p4140
1.117,3.449e-06,p4141
1.151,2.207e-06,p4142
0.5487,3.998e-06,p4143
1.35,6.258e-06,p4144
0.5178,8.28e-06,p4145
1.446,8.636e-06,p4146
1.045,8.224e-06,p4147
1.177,1.118e-06,p4148
1.608,7.623e-06,p4149
1.342,7.778e-06,p4150
1.319,3.359e-06,p4151
0.6015,1.717e-06,p4152
0.9902,5.173e-06,p4153
1.801,7.53e-06,p4154
0.741,2.243e-06,p4155
1.288,2.043e-06,p4156
1.763,1.183e-06,p4157
0.7099,4.688e-06,p4158
0.7624,1.476e-07,p4159
1.084,7.564e-06,p4160
1.68,7.093e-06,p4161
1.283,1.786e-06,p4162
0.5231,4.615e-06,p4163
1.774,7.438e-06,p4164
1.356,8.409e-06,p4165
1.469,9.414e-06,p4166
0.7032,3.597e-06,p4167
1.491,4.889e-06,p4168
0.6847,2.568e-06,p4169
1.987,5.838e-06,p4170
1.71,4.696e-06,p4171
0.5931,4.302e-06,p4172
1.103,4.128e-06,p4173
0.6563,1.623e-06,p4174
1.123,3.929e-06,p4175
0.8842,2.102e-06,p4176
1.165,6.304e-06,p4177
0.5937,9.974e-06,p4178
1.008,9.15e-07,p4179
1.504,2.686e-06,p4180
1.075,9.608e-07,p4181
0.952,1.829e-06,p4182
1.081,7.956e-06,p4183
1.296,1.109e-06,p4184
0.6221,2.395e-06,p4185
1.492,6.927e-06,p4186
1.754,6.157e-06,p4187
1.991,6.666e-06,p4188
1.493,9.353e-06,p4189
0.7052,7.943e-06,p4190
1.192,2.647e-06,p4191
0.6544,2.509e-06,p4192
0.7941,3.447e-07,p4193
1.833,4.434e-06,p4194
1.941,9.106e-06,p4195
0.5092,8.226e-06,p4196
0.5057,3.858e-06,p4197
1.276,9.555e-06,p4198
1.477,3.245e-06,p4199
0.7311,2.549e-06,p4200
0.6293,9.501e-06,p4201
1.332,8.312e-06,p4202
1.388,9.601e-06,p4203
1.713,4.984e-06,p4204
1.371,1.302e-06,p4205
0.7316,1.719e-06,p4206
1.195,4.396e-06,p4207
0.7777,8.036e-07,p4208
0.8767,4.368e-06,p4209
0.6699,6.962e-06,p4210
1.884,4.964e-06,p4211
1.498,1.74e-06,p4212
1.989,9.593e-06,p4213
0.9651,4.445e-06,p4214
0.8897,2.803e-06,p4215
1.613,7.517e-06,p4216
1.954,1.413e-06,p4217
1.148,2.437e-06,p4218
0.5256,3.65e-06,p4219
1.312,5.509e-06,p4220
0.5689,3.051e-07,p4221
0.6536,2.84e-06,p4222
0.7232,8.588e-06,p4223
1.158,2.487e-06,p4224
1.702,2.68e-06,p4225
0.9465,5.967e-06,p4226
1.98,7.35e-06,p4227
0.8062,5.056e-06,p4228
0.6636,9.04e-06,p4229
0.5944,3.873e-06,p4230
0.6872,6.078e-06,p4231
0.8795,3.935e-06,p4232
1.429,2.884e-06,p4233
1.212,7.251e-06,p4234
1.743,8.186e-06,p4235
1.479,2.234e-06,p4236
0.7117,9.125e-06,p4237
1.531,8.964e-06,p4238
1.037,8.929e-06,p4239
1.997,9.319e-06,p4240
0.9365,1.468e-06,p4241
0.6325,3.922e-06,p4242
1.164,6.128e-06,p4243
1.943,6.729e-06,p4244
1.801,8.865e-06,p4245
1.466,1.482e-06,p4246
1.232,5.84e-06,p4247
1.201,8.809e-06,p4248
0.9981,6.441e-06,p4249
0.6395,2.924e-06,p4250
0.9617,4.351e-06,p4251
1.834,6.52e-07,p4252
0.9416,2.714e-06,p4253
0.9042,9.371e-06,p4254
1.202,5.314e-06,p4255
1.812,1.167e-06,p4256
1.361,8.757e-06,p4257
1.617,3.756e-06,p4258
1.551,8.663e-06,p4259
0.6975,3.008e-06,p4260
1.512,7.977e-06,p4261
0.9704,9.808e-06,p4262
1.407,2.514e-06,p4263
1.431,1.648e-06,p4264
1.891,6.796e-06,p4265
1.733,2.562e-06,p4266
0.6008,6.404e-06,p4267
1.891,3.004e-06,p4268
1.566,2.281e-06,p4269
1.198,2.92e-06,p4270
1.927,6.907e-06,p4271
1.323,2.118e-07,p4272
1.567,1.214e-06,p4273
1.521,9.849e-06,p4274
1.511,5.824e-06,p4275
1.943,3.314e-06,p4276
1.885,3.657e-06,p4277
1.342,9.116e-06,p4278
1.781,2.423e-06,p4279
1.027,3.369e-06,p4280
0.8606,8.484e-06,p4281
1.502,7.834e-06,p4282
0.8903,5.705e-06,p4283
1.868,2.345e-06,p4284
0.9159,7.589e-06,p4285
1.495,5.323e-07,p4286
1.62,8.544e-07,p4287
0.6603,1.082e-06,p4288
1.74,6.681e-06,p4289
1.822,4.934e-06,p4290
0.6574,6.88e-06,p4291
1.366,8.884e-06,p4292
0.825,4.207e-06,p4293
1.51,7.747e-07,p4294
1.272,4.051e-07,p4295
0.7755,5.529e-06,p4296
1.216,8.514e-06,p4297
1.579,3.345e-06,p4298
1.505,2.534e-06,p4299
1.786,2.802e-06,p4300
0.6803,2.99e-06,p4301
1.498,4.793e-06,p4302
0.6579,8.806e-06,p4303
0.5815,7.063e-07,p4304
0.9947,3.906e-06,p4305
1.579,7.077e-06,p4306
1.921,4.01e-06,p4307
1.887,1.315e-06,p4308
0.9513,6.495e-07,p4309
1.998,7.715e-06,p4310
1.956,6.889e-06,p4311
0.8681,6.746e-06,p4312
1.631,4.285e-06,p4313
0.6497,7.165e-06,p4314
1.719,4.019e-06,p4315
1.191,3.682e-06,p4316
1.002,1.547e-06,p4317
0.9361,6.152e-06,p4318
1.476,9.296e-06,p4319
0.8462,2.987e-07,p4320
0.9385,2.347e-06,p4321
1.716,7.614e-07,p4322
1.033,1.934e-07,p4323
1.447,4.795e-06,p4324
1.28,8.727e-07,p4325
0.6981,6.45e-06,p4326
0.9396,7.306e-06,p4327
1.177,8.345e-06,p4328
1.695,3.624e-06,p4329
0.9938,9.65e-07,p4330
1.445,5.698e-06,p4331
1.139,4.854e-06,p4332
0.7733,5.554e-06,p4333
1.037,1.568e-06,p4334
1.499,3.841e-06,p4335
1.663,6.773e-06,p4336
0.5516,5.944e-06,p4337
1.834,1.067e-06,p4338
1.459,8.454e-06,p4339
1.227,8.518e-06,p4340
1.036,9.79e-07,p4341
0.5889,1.727e-06,p4342
1.768,1.761e-06,p4343
1.984,9.023e-06,p4344
0.5177,4.243e-06,p4345
0.7932,1.594e-06,p4346
1.181,1.304e-06,p4347
1.028,9.635e-06,p4348
0.8461,4.743e-06,p4349
0.6775,5.092e-06,p4350
1.325,9.771e-06,p4351
1.224,6.489e-06,p4352
0.8686,7.585e-06,p4353
1.287,1.996e-06,p4354
0.9999,2.54e-06,p4355
0.8603,8.527e-06,p4356
1.001,9.954e-06,p4357
1.315,8.994e-06,p4358
0.5902,5.14e-06,p4359
0.8966,9.195e-06,p4360
0.8095,6.672e-06,p4361
1.773,5.716e-06,p4362
1.591,3.606e-06,p4363
1.478,4.32e-06,p4364
1.619,3.424e-06,p4365
1.777,1.02e-06,p4366
1.37,7.55e-06,p4367
0.8333,7.547e-06,p4368
0.8881,8.785e-06,p4369
1.07,2.323e-06,p4370
1.954,7.291e-06,p4371
0.7378,3.567e-06,p4372
1.723,4.543e-06,p4373
1.031,2.722e-06,p4374
0.7067,1.682e-06,p4375
1.588,9.71e-06,p4376
1.922,8.682e-06,p4377
1.263,7.392e-06,p4378
1.146,8.235e-06,p4379
1.925,5.108e-06,p4380
1.92,1.097e-06,p4381
0.5147,2.495e-06,p4382
0.6625,6.682e-06,p4383
1.023,9.264e-06,p4384
1.39,4.727e-06,p4385
1.517,2.918e-06,p4386
0.8751,6.383e-07,p4387
0.6633,5.029e-06,p4388
1.818,6.235e-06,p4389
1.587,8.524e-06,p4390
1.681,1.687e-06,p4391
1.203,9.994e-06,p4392
1.137,1.926e-06,p4393
1.113,2.321e-06,p4394
1.169,2.276e-06,p4395
1.028,5.876e-06,p4396
1.323,4.619e-06,p4397
1.748,4.464e-06,p4398
1.264,2.736e-06,p4399
1.2,4.269e-06,p4400
1.1,7.247e-06,p4401
1.297,7.149e-06,p4402
0.6942,4.79e-06,p4403
1.096,7.894e-06,p4404
0.7491,8.009e-06,p4405
1.487,4.95e-07,p4406
1.616,8.495e-06,p4407
1.766,9.416e-06,p4408
0.9213,5.979e-06,p4409
1.499,6.527e-06,p4410
1.523,3.861e-06,p4411
1.902,1.991e-06,p4412
1.615,4.33e-06,p4413
0.5101,8.542e-06,p4414
0.7901,7.015e-06,p4415
0.5587,6.677e-06,p4416
0.7976,6.817e-06,p4417
0.6587,8.024e-06,p4418
1.123,4.399e-06,p4419
0.8504,2.018e-06,p4420
1.689,8.586e-06,p4421
1.055,7.848e-06,p4422
1.019,7.615e-06,p4423
1.43,8.859e-06,p4424
0.7103,6.153e-06,p4425
0.9039,5.102e-06,p4426
1.009,7.08e-06,p4427
1.41,9.756e-06,p4428
1.795,9.889e-06,p4429
1.17,4.605e-06,p4430
0.5348,5.781e-06,p4431
0.9689,9.344e-06,p4432
0.5582,2.396e-06,p4433
0.9381,1.803e-06,p4434
1.399,2.107e-06,p4435
1.284,9.532e-06,p4436
1.562,2.808e-06,p4437
1.287,4.927e-07,p4438
0.792,1.728e-06,p4439
1.846,9.5e-06,p4440
1.218,9.823e-06,p4441
0.8234,3.012e-06,p4442
1.781,9.664e-06,p4443
1.665,9.441e-06,p4444
1.589,4.313e-06,p4445
0.9644,1.18e-06,p4446
1.024,6.571e-06,p4447
1.402,5.619e-06,p4448
0.774,9.164e-06,p4449
0.7475,5.191e-06,p4450
1.456,7.326e-06,p4451
1.932,4.865e-06,p4452
1.426,6.74e-06,p4453
0.7211,5.817e-06,p4454
0.5929,5.891e-06,p4455
1.971,3.544e-06,p4456
1.128,3.498e-06,p4457
1.111,6.969e-06,p4458
1.959,3.714e-06,p4459
1.079,7.229e-06,p4460
0.9836,7.196e-06,p4461
1.421,8.268e-06,p4462
1.751,8.228e-06,p4463
1.773,9.134e-06,p4464
1.187,2.15e-06,p4465
1.517,8.656e-06,p4466
0.8446,2.795e-06,p4467
1.201,7.365e-06,p4468
1.473,4.918e-06,p4469
1.847,7.196e-06,p4470
0.7887,5.569e-06,p4471
1.031,5.352e-06,p4472
0.9107,5.829e-06,p4473
1.375,1.758e-06,p4474
1.108,5.721e-06,p4475
1.567,1.936e-06,p4476
0.9373,4.088e-06,p4477
1.113,3.855e-06,p4478
1.845,2.928e-06,p4479
1.998,5.989e-07,p4480
1.704,9.697e-06,p4481
0.9048,2.354e-06,p4482
0.7382,9.775e-06,p4483
0.8573,8.165e-06,p4484
1.388,3.728e-06,p4485
1.112,1.111e-06,p4486
0.519,3.541e-06,p4487
0.5459,5.87e-07,p4488
0.8914,2.408e-06,p4489
1.215,4.611e-06,p4490
1.988,1.197e-06,p4491
1.249,5.904e-06,p4492
1.198,8.996e-06,p4493
1.906,1.445e-06,p4494
0.9327,3.911e-06,p4495
1.551,5.379e-06,p4496
1.661,5.432e-06,p4497
1.546,3.875e-06,p4498
1.835,6.397e-06,p4499
1.171,6.271e-06,p4500
0.6487,2.349e-07,p4501
0.5605,1.07e-06,p4502
1.986,7.132e-06,p4503
1.155,7.412e-07,p4504
1.178,2.434e-06,p4505
0.5734,5.495e-06,p4506
1.582,6.134e-06,p4507
0.841,9.926e-06,p4508
0.7513,8.233e-07,p4509
1.296,5.67e-06,p4510
1.581,9.749e-06,p4511
0.5622,6.988e-06,p4512
1.968,2.774e-06,p4513
0.8982,6.005e-06,p4514
0.8086,6.505e-06,p4515
0.5398,1.253e-06,p4516
1.322,4.353e-06,p4517
1.401,2.23e-06,p4518
0.8376,3.014e-07,p4519
0.6929,3.585e-06,p4520
1.069,7.321e-06,p4521
1.071,2.338e-06,p4522
0.5723,1.183e-06,p4523
1.764,9.471e-06,p4524
1.76,9.073e-06,p4525
0.643,6.896e-06,p4526
0.6908,1.975e-06,p4527
0.6706,5.668e-07,p4528
0.9554,9.453e-06,p4529
1.449,8.559e-06,p4530
1.72,2.779e-06,p4531
1.773,8.297e-06,p4532
1.596,2.577e-06,p4533
1.055,9.594e-06,p4534
1.216,6.517e-06,p4535
0.8151,9.372e-07,p4536
1.869,8.148e-06,p4537
0.9062,2.869e-06,p4538
0.8405,7.803e-06,p4539
1.714,4.666e-06,p4540
1.477,1.537e-06,p4541
1.953,9.657e-06,p4542
1.21,2.135e-06,p4543
1.93,5.29e-06,p4544
1.33,2.732e-06,p4545
1.762,7.223e-06,p4546
1.132,1.746e-06,p4547
1.107,5.541e-06,p4548
1.848,5.092e-07,p4549
1.169,3.318e-06,p4550
1.34,3.451e-06,p4551
1.41,6.839e-06,p4552
0.8566,1.552e-06,p4553
1.433,9.651e-06,p4554
1.802,5.271e-06,p4555
0.81,6.928e-06,p4556
0.9356,4.403e-07,p4557
1.847,6.233e-06,p4558
1.888,8.074e-06,p4559
1.241,2.717e-06,p4560
1.475,3.694e-06,p4561
1.092,7.99e-06,p4562
0.8138,5.851e-07,p4563
0.5254,7.471e-06,p4564
1.381,3.763e-06,p4565
1.074,7.38e-07,p4566
1.938,6.677e-06,p4567
